Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2023,Ada,ID,Passenger,2,0,2,102,104,1.92
February 28 2023,Randolph,NC,Passenger,1,0,1,4,5,20.00
October 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
January 31 2020,Mason,WA,Truck,0,0,0,"20,557","20,557",0.00
December 31 2022,Clallam,WA,Passenger,483,262,745,"49,400","50,145",1.49
September 30 2020,Whitman,WA,Passenger,47,47,94,"21,986","22,080",0.43
December 31 2023,Laramie,WY,Passenger,1,0,1,26,27,3.70
March 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
February 28 2023,,,Passenger,4,0,4,279,283,1.41
August 31 2017,District of Columbia,DC,Passenger,0,2,2,205,207,0.97
June 30 2020,Ramsey,MN,Passenger,1,0,1,41,42,2.38
October 31 2020,Wahkiakum,WA,Truck,0,0,0,"1,763","1,763",0.00
March 31 2019,Lee,AL,Passenger,1,0,1,35,36,2.78
July 31 2020,Benton,WA,Truck,0,0,0,"42,877","42,877",0.00
November 30 2019,Pend Oreille,WA,Passenger,7,7,14,"9,514","9,528",0.15
September 30 2021,Snohomish,WA,Passenger,"6,450","2,162","8,612","539,284","547,896",1.57
September 30 2019,Stevens,WA,Truck,0,0,0,"18,750","18,750",0.00
November 30 2019,Lake,IL,Passenger,1,0,1,177,178,0.56
August 31 2022,Houston,GA,Passenger,1,0,1,33,34,2.94
September 30 2020,Hawaii,HI,Passenger,1,0,1,56,57,1.75
September 30 2021,Plaquemines,LA,Passenger,0,1,1,19,20,5.00
July 31 2018,Snohomish,WA,Passenger,"2,404","1,294","3,698","522,595","526,293",0.70
August 31 2018,Yakima,WA,Passenger,67,92,159,"164,192","164,351",0.10
April 30 2023,Island,WA,Truck,28,0,28,"21,036","21,064",0.13
December 31 2022,Chesapeake,VA,Passenger,3,2,5,314,319,1.57
August 31 2017,Nassau,NY,Passenger,1,1,2,40,42,4.76
May 31 2021,Jefferson,WA,Passenger,321,181,502,"24,877","25,379",1.98
February 28 2018,Lewis,WA,Passenger,52,47,99,"56,861","56,960",0.17
December 31 2020,Jefferson,NY,Passenger,0,1,1,210,211,0.47
November 30 2023,Pend Oreille,WA,Truck,2,0,2,"5,535","5,537",0.04
February 28 2022,Meade,KY,Passenger,1,0,1,23,24,4.17
December 31 2021,Wilson,TX,Passenger,0,1,1,3,4,25.00
April 30 2020,Grays Harbor,WA,Truck,0,0,0,"20,724","20,724",0.00
December 31 2019,Klickitat,WA,Truck,0,0,0,"8,316","8,316",0.00
January 31 2017,Pacific,WA,Truck,0,0,0,"7,507","7,507",0.00
July 31 2023,Washington,OR,Passenger,1,0,1,232,233,0.43
August 31 2021,Yamhill,OR,Passenger,1,0,1,39,40,2.50
January 31 2021,New York,NY,Passenger,1,0,1,55,56,1.79
April 30 2017,Skagit,WA,Passenger,123,97,220,"87,594","87,814",0.25
January 31 2020,Pinal,AZ,Passenger,1,0,1,198,199,0.50
September 30 2020,Wahkiakum,WA,Truck,0,0,0,"1,758","1,758",0.00
August 31 2022,Howard,MD,Passenger,0,2,2,61,63,3.17
July 31 2022,Montgomery,AL,Passenger,0,1,1,38,39,2.56
February 28 2017,King,WA,Passenger,"9,096","3,712","12,808","1,385,055","1,397,863",0.92
September 30 2019,Island,WA,Passenger,346,250,596,"63,447","64,043",0.93
February 28 2017,Whatcom,WA,Passenger,401,146,547,"141,869","142,416",0.38
November 30 2023,James City,VA,Passenger,1,0,1,37,38,2.63
June 30 2017,Nassau,NY,Passenger,0,1,1,39,40,2.50
August 31 2021,San Luis Obispo,CA,Passenger,1,0,1,63,64,1.56
September 30 2022,Wilson,TX,Passenger,0,1,1,3,4,25.00
May 31 2023,Island,WA,Passenger,"1,045",431,"1,476","61,158","62,634",2.36
February 28 2022,Washtenaw,MI,Passenger,0,1,1,31,32,3.12
August 31 2021,Mason,WA,Passenger,227,145,372,"48,048","48,420",0.77
May 31 2017,Madison,ID,Passenger,1,0,1,41,42,2.38
August 31 2019,District of Columbia,DC,Passenger,1,1,2,208,210,0.95
August 31 2023,Platte,MO,Passenger,2,0,2,21,23,8.70
April 30 2020,Boone,MO,Passenger,0,1,1,13,14,7.14
December 31 2017,Lewis,WA,Truck,0,0,0,"25,314","25,314",0.00
January 31 2018,Grays Harbor,WA,Passenger,42,42,84,"45,971","46,055",0.18
November 30 2018,Collin,TX,Passenger,1,1,2,158,160,1.25
July 31 2020,Lake,IL,Passenger,1,0,1,173,174,0.57
April 30 2022,Ulster,NY,Passenger,1,0,1,13,14,7.14
June 30 2022,Adams,CO,Passenger,1,0,1,34,35,2.86
April 30 2023,Platte,MO,Passenger,1,0,1,21,22,4.55
September 30 2020,Okanogan,WA,Truck,0,0,0,"16,537","16,537",0.00
October 31 2020,Island,WA,Truck,1,0,1,"21,288","21,289",0.00
March 31 2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
February 28 2023,DuPage,IL,Passenger,2,1,3,36,39,7.69
May 31 2023,Lake,IL,Passenger,2,0,2,123,125,1.60
July 31 2020,New York,NY,Passenger,1,0,1,60,61,1.64
January 31 2021,Kauai,HI,Passenger,1,0,1,16,17,5.88
December 31 2022,Asotin,WA,Truck,0,0,0,"6,665","6,665",0.00
May 31 2023,Asotin,WA,Truck,0,0,0,"6,623","6,623",0.00
February 29 2024,Adams,WA,Truck,3,0,3,"5,084","5,087",0.06
May 31 2020,San Francisco,CA,Passenger,1,1,2,102,104,1.92
August 31 2020,Kent,MI,Passenger,0,1,1,27,28,3.57
March 31 2022,Pierce,WA,Truck,2,0,2,"143,375","143,377",0.00
February 28 2022,Franklin,WA,Passenger,175,102,277,"62,038","62,315",0.44
July 31 2023,Cumberland,NC,Passenger,1,4,5,314,319,1.57
March 31 2023,Kings,CA,Passenger,2,2,4,288,292,1.37
August 31 2020,Guadalupe,TX,Passenger,1,0,1,65,66,1.52
August 31 2018,Beaufort,SC,Passenger,1,0,1,40,41,2.44
February 28 2021,Adams,WA,Passenger,10,6,16,"12,971","12,987",0.12
June 30 2021,Collier,FL,Passenger,1,0,1,22,23,4.35
September 30 2021,Richmond,NY,Passenger,1,0,1,6,7,14.29
July 31 2022,Fairfax,VA,Passenger,6,3,9,635,644,1.40
January 31 2020,San Mateo,CA,Passenger,1,1,2,125,127,1.57
October 31 2018,Middlesex,MA,Passenger,0,1,1,139,140,0.71
April 30 2021,San Bernardino,CA,Passenger,1,0,1,397,398,0.25
November 30 2017,Canyon,ID,Passenger,0,1,1,94,95,1.05
September 30 2023,Palm Beach,FL,Passenger,0,1,1,40,41,2.44
July 31 2021,Suffolk,MA,Passenger,0,2,2,32,34,5.88
August 31 2023,Monterey,CA,Passenger,0,3,3,116,119,2.52
June 30 2021,Hillsborough,FL,Passenger,0,2,2,150,152,1.32
August 31 2018,Howard,MD,Passenger,0,1,1,91,92,1.09
August 31 2021,Milwaukee,WI,Passenger,1,0,1,42,43,2.33
November 30 2022,Columbia,WA,Passenger,8,1,9,"2,428","2,437",0.37
April 30 2020,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
July 31 2018,Broward,FL,Passenger,1,1,2,132,134,1.49
November 30 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
January 31 2024,Kitsap,WA,Passenger,"4,004","1,509","5,513","172,410","177,923",3.10
January 31 2017,Stevens,WA,Passenger,6,21,27,"31,523","31,550",0.09
November 30 2023,Harris,TX,Passenger,2,1,3,107,110,2.73
May 31 2022,Whitman,WA,Truck,0,0,0,"8,562","8,562",0.00
May 31 2022,Sumter,SC,Passenger,0,1,1,32,33,3.03
April 30 2020,Cowlitz,WA,Passenger,136,115,251,"72,710","72,961",0.34
June 30 2017,Asotin,WA,Truck,0,0,0,"6,502","6,502",0.00
March 31 2021,Kauai,HI,Passenger,1,0,1,17,18,5.56
April 30 2019,Los Angeles,CA,Passenger,6,5,11,"1,120","1,131",0.97
November 30 2018,St. Clair,IL,Passenger,0,1,1,166,167,0.60
April 30 2017,Pierce,WA,Truck,0,0,0,"137,793","137,793",0.00
November 30 2018,Wahkiakum,WA,Passenger,1,1,2,"2,982","2,984",0.07
April 30 2022,San Diego,CA,Passenger,15,6,21,"2,470","2,491",0.84
February 28 2021,Ventura,CA,Passenger,1,2,3,279,282,1.06
May 31 2018,Pinal,AZ,Passenger,2,0,2,210,212,0.94
July 31 2020,Saginaw,MI,Passenger,1,0,1,12,13,7.69
February 28 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
May 31 2022,Wahkiakum,WA,Passenger,22,10,32,"3,083","3,115",1.03
June 30 2021,Jefferson,NY,Passenger,0,1,1,223,224,0.45
September 30 2022,Lincoln,WA,Truck,0,0,0,"4,849","4,849",0.00
February 28 2022,Dorchester,SC,Passenger,1,0,1,75,76,1.32
August 31 2017,New Haven,CT,Passenger,0,1,1,57,58,1.72
May 31 2023,Collin,TX,Passenger,3,0,3,50,53,5.66
March 31 2023,Wahkiakum,WA,Passenger,24,16,40,"3,060","3,100",1.29
February 29 2020,Ventura,CA,Passenger,0,2,2,303,305,0.66
May 31 2022,Bell,TX,Passenger,1,0,1,337,338,0.30
March 31 2023,Multnomah,OR,Passenger,1,2,3,465,468,0.64
September 30 2017,Clay,FL,Passenger,0,1,1,112,113,0.88
June 30 2021,Denver,CO,Passenger,1,0,1,123,124,0.81
June 30 2021,Chesapeake,VA,Passenger,0,3,3,402,405,0.74
March 31 2019,Sedgwick,KS,Passenger,0,1,1,106,107,0.93
September 30 2023,Montgomery,TN,Passenger,1,0,1,146,147,0.68
May 31 2021,Montgomery,TX,Passenger,1,1,2,51,53,3.77
July 31 2018,Klamath,OR,Passenger,1,0,1,37,38,2.63
December 31 2020,Suffolk,VA,Passenger,1,0,1,122,123,0.81
September 30 2019,Montgomery,AL,Passenger,0,1,1,41,42,2.38
January 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
August 31 2021,Sedgwick,KS,Passenger,1,1,2,85,87,2.30
April 30 2023,Chelan,WA,Truck,26,0,26,"23,137","23,163",0.11
November 30 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
January 31 2023,Pacific,WA,Truck,2,0,2,"7,820","7,822",0.03
March 31 2020,Okanogan,WA,Truck,0,0,0,"16,452","16,452",0.00
April 30 2022,Grays Harbor,WA,Truck,0,0,0,"21,338","21,338",0.00
July 31 2017,Skamania,WA,Truck,0,0,0,"3,873","3,873",0.00
April 30 2023,Adams,WA,Passenger,24,12,36,"13,043","13,079",0.28
December 31 2020,Travis,TX,Passenger,3,1,4,182,186,2.15
March 31 2019,Jefferson,NY,Passenger,0,2,2,227,229,0.87
December 31 2021,Philadelphia,PA,Passenger,1,0,1,43,44,2.27
August 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,96,97,1.03
May 31 2018,Jefferson,WA,Passenger,138,91,229,"24,387","24,616",0.93
June 30 2023,Beaufort,SC,Passenger,1,0,1,30,31,3.23
March 31 2022,Miami-Dade,FL,Passenger,1,0,1,83,84,1.19
July 31 2021,Collin,TX,Passenger,2,1,3,114,117,2.56
January 31 2023,Providence,RI,Passenger,1,0,1,18,19,5.26
April 30 2020,Queens,NY,Passenger,1,0,1,54,55,1.82
March 31 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
March 31 2019,Hennepin,MN,Passenger,2,0,2,101,103,1.94
May 31 2020,Broward,FL,Passenger,2,1,3,118,121,2.48
July 31 2020,Douglas,WA,Truck,0,0,0,"12,346","12,346",0.00
August 31 2019,Allegheny,PA,Passenger,1,0,1,87,88,1.14
September 30 2020,Riverside,CA,Passenger,3,0,3,615,618,0.49
March 31 2019,Charles,MD,Passenger,0,1,1,82,83,1.20
February 28 2019,Kitsap,WA,Truck,1,0,1,"53,691","53,692",0.00
September 30 2017,Lewis,WA,Truck,0,0,0,"25,117","25,117",0.00
June 30 2022,Lake,FL,Passenger,1,0,1,20,21,4.76
January 31 2020,Lake,CA,Passenger,0,1,1,10,11,9.09
May 31 2022,Montgomery,TN,Passenger,1,0,1,205,206,0.49
October 31 2018,Snohomish,WA,Truck,1,0,1,"121,858","121,859",0.00
October 31 2022,Chelan,WA,Passenger,506,139,645,"54,136","54,781",1.18
April 30 2018,Clallam,WA,Passenger,117,105,222,"49,612","49,834",0.45
February 29 2024,Grays Harbor,WA,Passenger,390,214,604,"46,410","47,014",1.28
March 31 2023,Harnett,NC,Passenger,3,0,3,147,150,2.00
July 31 2022,Providence,RI,Passenger,1,0,1,22,23,4.35
July 31 2021,Rogers,OK,Passenger,1,0,1,4,5,20.00
July 31 2021,Adams,WA,Passenger,16,12,28,"13,031","13,059",0.21
June 30 2021,Dallas,TX,Passenger,1,0,1,169,170,0.59
February 29 2024,Riverside,CA,Passenger,4,0,4,313,317,1.26
February 28 2023,Yavapai,AZ,Passenger,0,1,1,22,23,4.35
April 30 2019,Broward,FL,Passenger,2,1,3,131,134,2.24
August 31 2018,Palm Beach,FL,Passenger,0,2,2,85,87,2.30
March 31 2021,Adams,WA,Truck,0,0,0,"5,374","5,374",0.00
November 30 2022,Harrison,MS,Passenger,1,0,1,39,40,2.50
November 30 2023,Lee,AL,Passenger,1,0,1,11,12,8.33
July 31 2023,Adams,WA,Passenger,24,12,36,"13,067","13,103",0.27
February 28 2017,Pima,AZ,Passenger,0,2,2,450,452,0.44
November 30 2019,Monterey,CA,Passenger,0,1,1,183,184,0.54
March 31 2018,Richland,SC,Passenger,0,1,1,174,175,0.57
November 30 2020,Miami-Dade,FL,Passenger,1,0,1,102,103,0.97
August 31 2023,Clark,WA,Truck,114,0,114,"81,231","81,345",0.14
October 31 2017,Pacific,WA,Passenger,14,10,24,"15,317","15,341",0.16
June 30 2017,Hardin,KY,Passenger,0,1,1,116,117,0.85
April 30 2022,Baltimore,MD,Passenger,1,0,1,81,82,1.22
October 31 2018,Lake,CA,Passenger,0,1,1,11,12,8.33
December 31 2023,Beaufort,SC,Passenger,1,0,1,26,27,3.70
September 30 2018,Spokane,WA,Truck,1,0,1,"93,168","93,169",0.00
April 30 2023,Grays Harbor,WA,Passenger,288,182,470,"48,389","48,859",0.96
May 31 2023,Kittitas,WA,Truck,8,0,8,"14,567","14,575",0.05
December 31 2018,Lincoln,WA,Passenger,2,5,7,"7,780","7,787",0.09
January 31 2017,Charles,MD,Passenger,0,1,1,90,91,1.10
September 30 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
June 30 2021,Norfolk,VA,Passenger,2,3,5,319,324,1.54
August 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
April 30 2022,Montgomery,PA,Passenger,2,0,2,24,26,7.69
August 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
April 30 2020,Pierce,WA,Truck,0,0,0,"141,097","141,097",0.00
January 31 2023,Klickitat,WA,Truck,4,0,4,"8,235","8,239",0.05
April 30 2022,Lane,OR,Passenger,0,2,2,111,113,1.77
April 30 2018,San Mateo,CA,Passenger,1,1,2,135,137,1.46
September 30 2017,Pierce,WA,Truck,0,0,0,"137,058","137,058",0.00
April 30 2022,Island,WA,Truck,1,0,1,"21,431","21,432",0.00
November 30 2021,Allen,IN,Passenger,1,0,1,19,20,5.00
June 30 2021,Plaquemines,LA,Passenger,0,1,1,17,18,5.56
November 30 2023,Hillsborough,FL,Passenger,2,2,4,85,89,4.49
December 31 2023,Walla Walla,WA,Truck,10,0,10,"13,529","13,539",0.07
May 31 2021,Multnomah,OR,Passenger,2,5,7,677,684,1.02
June 30 2020,Chesapeake,VA,Passenger,0,1,1,422,423,0.24
June 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
November 30 2019,Pierce,WA,Truck,0,0,0,"140,671","140,671",0.00
March 31 2021,Lincoln,WA,Truck,0,0,0,"4,732","4,732",0.00
July 31 2021,Garfield,WA,Truck,0,0,0,"1,003","1,003",0.00
September 30 2023,Anne Arundel,MD,Passenger,5,3,8,282,290,2.76
June 30 2021,Suffolk,VA,Passenger,1,0,1,123,124,0.81
November 30 2018,Norfolk,MA,Passenger,1,0,1,36,37,2.70
December 31 2019,Palm Beach,FL,Passenger,0,2,2,82,84,2.38
December 31 2021,Sarasota,FL,Passenger,2,0,2,38,40,5.00
October 31 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
July 31 2021,Lake,IL,Passenger,2,0,2,170,172,1.16
February 28 2019,Riverside,CA,Passenger,2,2,4,658,662,0.60
June 30 2017,Collin,TX,Passenger,0,1,1,149,150,0.67
May 31 2022,Arapahoe,CO,Passenger,0,1,1,92,93,1.08
July 31 2020,Utah,UT,Passenger,0,1,1,138,139,0.72
March 31 2021,Whatcom,WA,Passenger,"1,298",576,"1,874","150,379","152,253",1.23
June 30 2017,Multnomah,OR,Passenger,1,3,4,998,"1,002",0.40
August 31 2019,Cowlitz,WA,Truck,0,0,0,"28,897","28,897",0.00
September 30 2017,Clallam,WA,Truck,0,0,0,"21,086","21,086",0.00
July 31 2018,Deschutes,OR,Passenger,1,0,1,174,175,0.57
January 31 2023,San Diego,CA,Passenger,20,7,27,"2,271","2,298",1.17
January 31 2023,Suffolk,VA,Passenger,1,0,1,115,116,0.86
February 29 2024,Bell,TX,Passenger,1,0,1,190,191,0.52
October 31 2021,Washtenaw,MI,Passenger,0,1,1,30,31,3.23
November 30 2017,Douglas,WA,Truck,0,0,0,"11,701","11,701",0.00
November 30 2020,Grant,WA,Truck,0,0,0,"27,412","27,412",0.00
November 30 2020,Travis,TX,Passenger,3,0,3,183,186,1.61
July 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
April 30 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
April 30 2021,Adams,WA,Passenger,11,9,20,"13,047","13,067",0.15
October 31 2017,Skamania,WA,Truck,0,0,0,"3,893","3,893",0.00
October 31 2019,Montgomery,TX,Passenger,1,0,1,63,64,1.56
May 31 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
March 31 2023,Lane,OR,Passenger,0,2,2,84,86,2.33
August 31 2022,Walla Walla,WA,Truck,2,0,2,"13,911","13,913",0.01
January 31 2019,New London,CT,Passenger,0,1,1,245,246,0.41
January 31 2023,Sarpy,NE,Passenger,1,0,1,57,58,1.72
September 30 2022,Manassas,VA,Passenger,0,1,1,9,10,10.00
October 31 2022,Pennington,SD,Passenger,2,0,2,27,29,6.90
April 30 2023,Eagle,CO,Passenger,1,0,1,7,8,12.50
October 31 2020,Skamania,WA,Passenger,32,20,52,"8,326","8,378",0.62
February 28 2022,Honolulu,HI,Passenger,4,4,8,385,393,2.04
March 31 2020,Calvert,MD,Passenger,0,2,2,90,92,2.17
July 31 2023,Solano,CA,Passenger,5,0,5,133,138,3.62
July 31 2023,Sheridan,WY,Passenger,1,0,1,5,6,16.67
January 31 2023,Cowlitz,WA,Passenger,419,193,612,"70,176","70,788",0.86
March 31 2021,Grant,WA,Passenger,93,87,180,"66,418","66,598",0.27
November 30 2017,Asotin,WA,Passenger,7,5,12,"12,510","12,522",0.10
January 31 2021,Richland,SC,Passenger,0,1,1,145,146,0.68
April 30 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
February 28 2023,Washtenaw,MI,Passenger,0,2,2,23,25,8.00
August 31 2021,Ulster,NY,Passenger,1,0,1,13,14,7.14
April 30 2022,Mason,WA,Truck,0,0,0,"21,109","21,109",0.00
February 28 2023,Bexar,TX,Passenger,4,3,7,407,414,1.69
December 31 2021,Saratoga,NY,Passenger,1,0,1,41,42,2.38
December 31 2023,Mercer,NJ,Passenger,0,1,1,7,8,12.50
February 28 2022,Pierce,WA,Passenger,"4,481","2,173","6,654","552,021","558,675",1.19
August 31 2023,,,Passenger,5,0,5,251,256,1.95
November 30 2022,Jefferson,WA,Truck,6,0,6,"9,378","9,384",0.06
February 28 2023,Washington,OR,Passenger,1,0,1,276,277,0.36
August 31 2023,Rockingham,NH,Passenger,1,0,1,13,14,7.14
May 31 2020,Ramsey,MN,Passenger,1,0,1,41,42,2.38
May 31 2023,Garfield,WA,Truck,0,0,0,977,977,0.00
June 30 2017,Garfield,WA,Truck,0,0,0,939,939,0.00
March 31 2021,Okaloosa,FL,Passenger,0,1,1,137,138,0.72
November 30 2023,New Haven,CT,Passenger,0,2,2,25,27,7.41
September 30 2022,Juneau,AK,Passenger,0,1,1,30,31,3.23
November 30 2022,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
November 30 2022,Cumberland,NC,Passenger,1,4,5,357,362,1.38
July 31 2021,Whatcom,WA,Passenger,"1,475",618,"2,093","150,580","152,673",1.37
April 30 2018,Palm Beach,FL,Passenger,0,2,2,86,88,2.27
August 31 2019,Clark,WA,Truck,0,0,0,"80,850","80,850",0.00
October 31 2018,Deschutes,OR,Passenger,3,0,3,169,172,1.74
July 31 2022,Cowlitz,WA,Passenger,349,171,520,"70,520","71,040",0.73
November 30 2018,Yakima,WA,Passenger,78,98,176,"164,665","164,841",0.11
February 28 2018,Honolulu,HI,Passenger,2,2,4,569,573,0.70
June 30 2019,Whatcom,WA,Truck,2,0,2,"42,908","42,910",0.00
May 31 2021,Douglas,WA,Truck,0,0,0,"12,660","12,660",0.00
January 31 2021,Yakima,WA,Truck,0,0,0,"61,075","61,075",0.00
January 31 2022,Leavenworth,KS,Passenger,0,1,1,106,107,0.93
April 30 2019,Larimer,CO,Passenger,1,0,1,57,58,1.72
October 31 2020,Orange,NC,Passenger,0,1,1,12,13,7.69
April 30 2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29
December 31 2018,Chelan,WA,Passenger,140,61,201,"54,135","54,336",0.37
January 31 2021,Skamania,WA,Passenger,34,23,57,"8,334","8,391",0.68
March 31 2022,Maricopa,AZ,Passenger,7,4,11,"1,112","1,123",0.98
February 28 2022,Clark,NV,Passenger,7,2,9,576,585,1.54
February 28 2017,Lane,OR,Passenger,0,1,1,261,262,0.38
January 31 2023,Wake,NC,Passenger,1,0,1,85,86,1.16
March 31 2021,Tulsa,OK,Passenger,1,0,1,44,45,2.22
July 31 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
September 30 2019,Montgomery,TX,Passenger,1,0,1,63,64,1.56
September 30 2018,Chelan,WA,Passenger,117,59,176,"53,799","53,975",0.33
July 31 2018,Multnomah,OR,Passenger,3,4,7,797,804,0.87
June 30 2017,Palm Beach,FL,Passenger,0,2,2,97,99,2.02
March 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
December 31 2022,Moore,NC,Passenger,0,1,1,109,110,0.91
February 28 2023,New Haven,CT,Passenger,0,2,2,29,31,6.45
October 31 2018,Island,WA,Passenger,244,217,461,"63,025","63,486",0.73
July 31 2019,Manatee,FL,Passenger,1,0,1,32,33,3.03
July 31 2017,Klickitat,WA,Truck,0,0,0,"7,944","7,944",0.00
January 31 2021,Franklin,WA,Truck,0,0,0,"20,488","20,488",0.00
December 31 2019,Lincoln,WA,Truck,0,0,0,"4,681","4,681",0.00
May 31 2023,Hamilton,OH,Truck,1,0,1,3,4,25.00
November 30 2021,King,WA,Passenger,"34,703","10,085","44,788","1,362,011","1,406,799",3.18
January 31 2024,Lincoln,WA,Truck,0,0,0,"4,672","4,672",0.00
December 31 2020,Ferry,WA,Passenger,9,3,12,"4,361","4,373",0.27
October 31 2017,Klickitat,WA,Truck,0,0,0,"7,997","7,997",0.00
July 31 2021,Orange,NC,Passenger,0,1,1,13,14,7.14
January 31 2017,Yakima,WA,Passenger,36,49,85,"159,923","160,008",0.05
March 31 2020,Larimer,CO,Passenger,1,0,1,52,53,1.89
December 31 2023,Prince William,VA,Passenger,1,2,3,139,142,2.11
January 31 2019,Tulsa,OK,Passenger,1,1,2,52,54,3.70
January 31 2017,Madison,ID,Passenger,1,0,1,48,49,2.04
February 28 2019,Lincoln,WA,Passenger,3,5,8,"7,735","7,743",0.10
March 31 2021,Charles,MD,Passenger,1,1,2,73,75,2.67
September 30 2017,Collin,TX,Passenger,0,1,1,149,150,0.67
April 30 2020,Bartow,GA,Passenger,0,1,1,4,5,20.00
June 30 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
March 31 2022,Clinton,PA,Passenger,1,0,1,0,1,100.00
December 31 2023,Grays Harbor,WA,Passenger,375,221,596,"47,623","48,219",1.24
January 31 2023,Stevens,WA,Truck,2,0,2,"18,742","18,744",0.01
November 30 2017,Moore,NC,Passenger,0,1,1,201,202,0.50
January 31 2018,Bexar,TX,Passenger,1,2,3,818,821,0.37
August 31 2017,Hardin,KY,Passenger,0,1,1,117,118,0.85
July 31 2021,Boulder,CO,Passenger,1,1,2,44,46,4.35
October 31 2017,Asotin,WA,Truck,0,0,0,"6,522","6,522",0.00
September 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
August 31 2022,Charleston,SC,Passenger,2,2,4,68,72,5.56
September 30 2019,Whatcom,WA,Truck,2,0,2,"43,026","43,028",0.00
September 30 2019,Mason,WA,Truck,0,0,0,"20,432","20,432",0.00
February 28 2019,Lewis,WA,Passenger,96,86,182,"58,303","58,485",0.31
June 30 2018,Jefferson,WA,Passenger,144,97,241,"24,451","24,692",0.98
January 31 2023,El Paso,CO,Passenger,2,2,4,564,568,0.70
January 31 2023,Cook,IL,Passenger,4,0,4,181,185,2.16
March 31 2020,Ventura,CA,Passenger,0,2,2,301,303,0.66
June 30 2022,St. Mary's,MD,Passenger,1,0,1,196,197,0.51
March 31 2023,Bell,TX,Passenger,1,0,1,282,283,0.35
October 31 2019,Broward,FL,Passenger,2,1,3,128,131,2.29
July 31 2023,Cook,IL,Passenger,4,1,5,155,160,3.12
March 31 2023,St. Louis,MN,Passenger,0,1,1,8,9,11.11
November 30 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
March 31 2021,Ulster,NY,Passenger,1,0,1,12,13,7.69
October 31 2017,Clallam,WA,Passenger,96,85,181,"48,724","48,905",0.37
June 30 2023,Douglas,WA,Passenger,208,63,271,"28,782","29,053",0.93
August 31 2021,Fairfax,VA,Passenger,6,4,10,703,713,1.40
August 31 2020,Island,WA,Truck,1,0,1,"21,208","21,209",0.00
February 28 2017,Skamania,WA,Passenger,7,7,14,"8,541","8,555",0.16
January 31 2021,Montgomery,TX,Passenger,1,0,1,52,53,1.89
April 30 2021,Palm Beach,FL,Passenger,0,1,1,74,75,1.33
March 31 2018,Washtenaw,MI,Passenger,1,0,1,39,40,2.50
January 31 2021,Rockingham,NH,Passenger,1,0,1,24,25,4.00
November 30 2022,Marion,IA,Passenger,1,0,1,0,1,100.00
May 31 2023,Miami-Dade,FL,Passenger,1,0,1,59,60,1.67
August 31 2023,Contra Costa,CA,Passenger,1,3,4,174,178,2.25
January 31 2019,New Haven,CT,Passenger,0,1,1,49,50,2.00
March 31 2023,Maricopa,AZ,Passenger,8,5,13,777,790,1.65
July 31 2021,Missoula,MT,Passenger,1,0,1,58,59,1.69
February 28 2019,Okanogan,WA,Passenger,19,21,40,"25,959","25,999",0.15
January 31 2019,Pacific,WA,Passenger,22,26,48,"15,877","15,925",0.30
October 31 2021,Howard,MD,Passenger,0,1,1,62,63,1.59
June 30 2022,Williamson,TX,Passenger,1,2,3,86,89,3.37
March 31 2020,Valencia,NM,Passenger,1,0,1,7,8,12.50
March 31 2018,Benton,WA,Passenger,176,187,363,"130,775","131,138",0.28
December 31 2020,Goochland,VA,Passenger,4,3,7,255,262,2.67
July 31 2022,Geary,KS,Passenger,1,0,1,86,87,1.15
April 30 2022,Douglas,WA,Passenger,126,57,183,"28,511","28,694",0.64
September 30 2017,Cobb,GA,Passenger,0,1,1,69,70,1.43
July 31 2020,Penobscot,ME,Passenger,0,1,1,15,16,6.25
January 31 2020,Sacramento,CA,Passenger,1,1,2,302,304,0.66
